301,0.57498,0.55221,-45.371,-36.994,-1.0522,-1.0011,2.4354,0.44887
302,0.21419,0.17209,-8.4966,-0.11922,0.34182,-0.80619,1.6798,0.016279
304,0.43083,0.39526,-23.345,-15.54,0.95651,0.42765,1.6944,0.566
305,0.19635,0.15329,-7.1492,1.2281,2.2077,1.1416,0.75033,0.2525
306,0.66309,0.64504,-59.311,-50.933,2.6082,1.0239,1.7938,0.81658
307,0.084789,0.03576,0.64989,9.0273,0.78472,1.1944,0.0089804,0.01
308,0.40619,0.37438,-25.306,-16.929,2.2702,1.1896,1.3195,0.6013
309,0.35004,0.31523,-19.885,-11.508,1.9594,0.19609,2.5781,0.20503
310,0.48435,0.45673,-33.774,-25.396,1.5892,0.91915,2.0249,0.42665
311,0.11754,0.070269,-1.5368,6.8405,1.1424,0.88068,0.66775,0.01
312,0.65685,0.63846,-58.209,-49.831,1.8508,0.54943,2.8899,0.32558
313,0.39051,0.35786,-23.742,-15.365,2.2024,1.543,1.2875,0.01
314,0.48516,0.45758,-33.868,-25.491,2.9536,1.9223,1.8777,0.21268
315,0.35005,0.31523,-19.886,-11.508,2.8516,0.56136,2.0489,0.24405
316,0.035286,-0.016395,3.8105,12.188,-0.069088,0.19437,-0.67555,0.58037
317,0.56872,0.54561,-44.494,-36.116,1.4875,1.1238,1.2251,0.81615
318,0.58053,0.55806,-46.16,-37.782,1.5992,0.28661,1.3107,0.86535
319,0.23274,0.19164,-9.9299,-1.5525,2.1341,0.64891,1.2591,0.51513
320,0.14844,0.10282,-3.6751,4.7023,2.7605,0.12947,0.30629,0.01
321,0.51108,0.48489,-36.968,-28.59,1.4592,1.138,2.7662,0.2806
322,0.50917,0.48287,-36.733,-28.356,1.8094,1.2727,3.1509,0.20735
323,0.244,0.2035,-10.817,-2.4397,1.7471,0.56929,0.11889,0.95956
324,0.47907,0.45116,-33.162,-24.785,1.9192,0.74095,2.258,0.43505
325,0.38738,0.35456,-23.435,-15.057,2.5936,1.2579,0.94175,0.42606
326,0.3582,0.32382,-20.643,-12.265,-0.2087,0.98064,2.6743,0.085609
327,0.27193,0.23292,-13.075,-4.6981,1.6038,0.3871,0.16054,0.98279
328,0.21289,0.17072,-8.3973,-0.019896,1.2672,0.067924,1.2988,0.57319
329,0.31474,0.27803,-16.712,-8.3342,0.82518,-0.97526,1.6824,0.44162
330,0.29833,0.26074,-15.291,-6.9138,-0.10127,-0.11618,1.9062,0.40275
331,0.317,0.28041,-16.909,-8.5321,0.12099,0.19898,1.7041,0.39659
332,0.60918,0.58824,-50.404,-42.026,1.2837,0.96512,2.1399,0.70592
333,0.40948,0.37784,-25.639,-17.262,1.7935,1.1312,1.6561,0.64002
334,0.38542,0.3525,-23.243,-14.866,2.1898,2.0192,1.7326,0.25931
335,0.19394,0.15076,-6.97,1.4073,1.0932,0.91592,1.3836,0.01
336,0.20774,0.1653,-8.0059,0.37148,0.055899,0.3577,1.4777,0.64535
337,0.31488,0.27818,-16.724,-8.3464,0.8475,1.0886,1.7988,0.4824
338,0.39299,0.36047,-23.986,-15.609,0.74974,0.22617,2.4996,0.55698
339,0.48031,0.45247,-33.305,-24.928,2.8112,0.91408,1.8354,0.30579
340,0.41705,0.38582,-26.413,-18.036,-0.87274,-0.52483,-0.18168,0.96384
341,0.56385,0.54049,-43.82,-35.443,1.2,1.3713,3.2792,0.34023
342,0.062881,0.012678,2.0692,10.447,1.0716,-0.17738,-0.32583,0.71292
343,0.38781,0.35502,-23.477,-15.1,3.0435,1.0901,1.7311,0.36267
344,0.61792,0.59745,-51.761,-43.384,1.2822,1.7566,3.7457,0.2088
345,0.077307,0.027877,1.1384,9.5158,0.6771,1.599,0.79853,0.10053
346,0.26438,0.22497,-12.457,-4.0794,1.6615,0.24626,1.227,0.65443
347,0.57298,0.5501,-45.09,-36.712,2.8752,0.98565,2.2278,0.28185
348,0.68144,0.66437,-62.67,-54.293,2.0032,0.70404,2.6831,0.49353
349,0.1905,0.14714,-6.7146,1.6627,0.039397,1.7231,1.7512,0.25691
