301,0.58295,0.54433,-42.507,-29.941,-1.0391,-1.2777,2.4542,0.46573,0.27725,-0.69116
302,0.35725,0.29773,-16.554,-3.9876,0.33036,-0.51229,1.608,0.12323,1,0.26409
304,0.45846,0.39959,-21.933,-10.225,1.4405,0.24824,1.8252,0.48236,0.51106,-0.77008
305,0.21866,0.14631,-4.8385,7.7276,2.1874,0.82666,0.94654,0.17687,0.58604,-1
306,0.69557,0.66739,-61.394,-48.828,2.5938,1.3887,1.8465,0.8422,-0.3356,1
307,0.27515,0.20803,-9.3413,3.2248,0.78843,0.10648,-0.097643,0.838,1,-0.55606
308,0.40761,0.35276,-21.449,-8.8832,2.2002,1.369,1.3802,0.56369,0.10181,0.30631
309,0.38911,0.33255,-19.605,-7.0386,2.0405,0.54015,2.7998,0.20159,1,0.077105
310,0.51018,0.46483,-32.857,-20.291,1.5396,0.5143,1.8796,0.47806,-0.4278,-1
311,0.20539,0.13182,-3.8287,8.7374,1.1392,0.81172,0.47544,0.01,1,-0.6722
312,0.74417,0.72048,-71.829,-59.263,1.9236,0.83992,2.8865,0.30265,-1,-0.46459
313,0.46475,0.41519,-27.535,-14.969,2.2031,0.74852,1.3155,0.01,1,-1
314,0.5269,0.4831,-34.941,-22.375,2.9261,2.0139,1.7505,0.24874,0.62441,1
315,0.35726,0.29775,-16.555,-3.9888,2.8684,0.91878,1.9837,0.24058,0.32195,0.81549
316,0.089864,0.0055922,4.3162,16.882,-0.1269,-0.28496,-0.45399,0.57158,0.66878,-1
317,0.6559,0.62404,-54.044,-41.478,1.2558,1.4241,0.88562,0.88698,-0.83657,0.51194
318,0.69159,0.66304,-60.614,-48.048,0.66743,0.61702,0.98063,0.92773,-0.62731,1
319,0.24407,0.17407,-6.8221,5.744,2.1998,0.71585,1.152,0.56415,0.58031,0.074901
320,0.26838,0.20064,-8.7841,3.782,1.6754,0.30124,0.2364,0.69043,1,-1
321,0.53023,0.48674,-35.365,-22.799,1.313,0.88912,2.7164,0.24795,0.8299,0.071399
322,0.54121,0.49873,-36.784,-24.218,1.8506,1.4476,3.0679,0.18904,0.75729,1
323,0.34011,0.27901,-14.975,-2.4093,2.2329,0.17241,0.59226,0.88873,-0.9516,0.58608
324,0.51495,0.47004,-33.445,-20.879,1.8678,0.95825,2.1119,0.43411,-0.089801,1
325,0.41198,0.35753,-21.894,-9.3276,2.6543,0.85539,0.80177,0.41221,0.46917,-1
326,0.46697,0.41762,-27.785,-15.219,-0.23617,1.125,2.4955,0.059091,-1,1
327,0.25969,0.19114,-8.0749,4.4912,1.8274,0.23048,1.0193,0.79559,0.018469,0.99622
328,0.29692,0.23181,-11.171,1.3953,1.1127,-0.096646,1.143,0.686,1,0.17513
329,0.42668,0.3736,-23.413,-10.847,1.026,-0.99618,1.6625,0.35136,1,0.99999
330,0.34832,0.28798,-15.726,-3.1599,0.0027873,0.25311,1.8494,0.28444,0.97481,0.93823
331,0.40063,0.34514,-20.747,-8.1811,0.18411,0.8348,1.7923,0.33922,1,1
332,0.69077,0.66214,-60.454,-47.888,1.208,1.2808,1.9884,0.71349,-0.60757,1
333,0.44605,0.39476,-25.475,-12.909,1.7606,1.5037,1.7106,0.61426,0.55581,1
334,0.39306,0.33686,-19.993,-7.4273,2.1157,2.109,1.8122,0.23908,-0.31934,0.66931
335,0.2239,0.15203,-5.2422,7.3239,1.0964,0.67927,1.4969,0.01,0.79175,-0.5616
336,0.49211,0.44508,-30.683,-18.117,-0.29993,-0.52947,1.4099,0.85759,0.99998,-0.22197
337,0.40078,0.3453,-20.762,-8.196,0.6502,1.5218,1.9412,0.62434,1,1
338,0.41579,0.36169,-22.283,-9.7173,0.71913,0.52458,2.2643,0.57222,-0.12462,1
339,0.51576,0.47092,-33.545,-20.979,2.7844,0.47227,1.9891,0.35577,1,-0.24945
340,0.43668,0.38452,-24.468,-11.902,-0.81311,-0.30515,-0.093136,0.95093,-0.10708,0.77216
341,0.58027,0.54141,-42.123,-29.557,1.0759,1.5168,3.272,0.36524,0.12674,1
342,0.20758,0.13421,-3.994,8.5721,1.0089,0.59368,0.14682,1,0.70483,0.47887
343,0.39048,0.33405,-19.739,-7.1733,3.0889,1.3409,1.696,0.35851,0.018831,0.61524
344,0.6471,0.61442,-52.528,-39.962,1.299,1.5104,3.5452,0.23999,0.42224,-1
345,0.088992,0.0046396,4.3737,16.94,0.67332,1.5116,0.48209,0.14198,0.54211,-1
346,0.26885,0.20116,-8.8226,3.7435,1.5938,0.26982,1.2045,0.65485,-0.22927,-0.027273
347,0.69665,0.66856,-61.606,-49.04,2.949,0.78173,1.6949,0.32594,1,-1
348,0.7048,0.67746,-63.24,-50.674,1.9792,0.24339,2.6133,0.52975,0.67632,-0.17581
349,0.21969,0.14744,-4.9178,7.6482,0.22474,1.7184,1.243,0.37243,0.90279,-1
