CR,EV,sRPE,gamma,guilt,envy
-1.1060966552636,-0.745057356950266,2.46464287008427,0.459327137585301,-0.313321588258082,-0.452719140064043
0.331717120243798,-0.892535661366225,1.65809725246702,0.0447582901829069,-0.173998669175528,-0.999999991214436
1.38851970298826,1.1660609173574,1.38145004768757,0.804612979429065,-0.0226221306090443,-0.126785622005797
0.789326559442354,0.918215819483461,2.15876061803807,0.632469942674219,-0.999999890045126,0.327660276857603
2.12501653326293,1.80878925688059,1.32440757929476,0.193166107050266,-0.999999999326209,0.0624433454418837
2.53002683462181,0.0614780532516144,1.4542557007325,0.850940156573713,0.904977014463379,0.359780442363049
0.786554581007684,1.34823115042234,-0.00544388708395512,0.010000000010585,-0.244340414599617,-0.999999999996408
2.12316831607415,1.60824307161364,1.39709385660701,0.556757935685911,-0.373266930067675,-0.999999998223563
1.94061440787267,0.870879549355447,3.04382234548468,0.198279497522274,-0.784224158128848,-0.999999999882262
1.42855619547577,1.03932545097531,2.29658378254831,0.4773118038895,-0.236847143775779,0.85621077164736
1.13736240224934,1.36078357434559,1.06107473711124,0.0100000000048276,-0.867454452664891,0.196195213391345
1.8635709514965,0.779134668912752,3.05419672273001,0.312046237257739,-0.341883041536861,0.0984793520769188
2.20261634735803,2.11214359309736,1.72315417742966,0.0100000000007885,-0.709468211488881,0.828624930889224
2.98900407944139,1.46588859153014,1.47385089265361,0.0403932133164002,0.843680593482782,-0.219922943701397
2.71437820890213,0.919593133033708,2.01821464264858,0.307200767355215,-0.342679902560734,-0.999999999994998
0.664243223947932,0.633889631450089,-0.134235681717541,0.0352880486860656,0.999999999425797,0.903103335992538
1.62601325494572,2.09462632928141,1.20485046803666,0.884777632672149,-0.576818529279366,-0.590014997154111
1.12754546304206,0.426356463794244,1.03843477413845,0.876563439755938,0.0556723820328736,-0.903597759334563
1.94412265770544,1.01410477253613,1.51089506229547,0.53962983781643,-0.825560305877346,0.400360903864043
2.74280536519049,1.08928554881378,1.01963126864184,0.129623945777238,-0.931521629449934,0.999999999993851
1.43917972781066,1.27881601904347,2.86339040341728,0.310673366147084,-0.357043591600593,-0.999999999428066
1.821230651743,2.1580412847635,3.95905036012573,0.145086361425494,-0.999999999743546,0.99999997952003
1.7672726523266,0.376115429393941,0.0161484668187701,0.951472097374925,0.359249846039363,-0.602735240924689
1.92566640101522,1.21104135869532,2.66064057444568,0.414211472837246,-0.516573847646071,-0.106924614516914
2.61666623986059,1.29589001705257,0.953151313105314,0.40850650211226,-0.0144907348071437,0.181778136457135
-0.216773829212854,0.754589573480104,2.41775525548764,0.0792681221986769,0.283587433657488,-0.484047272977358
1.27614990938561,0.116250643694136,-0.215271721933801,0.99654674337003,0.409892389347489,-0.831561280341552
1.02506547755517,-0.717939330120613,0.686887094989754,0.672371012557798,0.999998503638564,-0.99999863668763
0.999117022071665,-2.04196654399161,1.48581614422826,0.37351702125974,0.999999998641358,0.278446913407622
0.0233877093485206,-0.342981442704641,1.58115653880427,0.319241491264871,0.458519437456071,-0.999999996951851
1.66558078078766,0.0372920213015168,0.734355719239582,0.678248450230763,0.541918101209226,-0.999999620254153
-0.0907528029427997,0.380228189450131,1.76334850462935,0.49121144856666,-0.559812604227569,-0.999999999945277
1.53004716547036,0.507521871356589,2.01513847922817,0.803162398204236,0.406406892377434,0.919318425181423
1.7957339443598,0.610419226484443,1.13602904306031,0.614842909406925,0.999999999866774,-0.999999999995226
2.91623422781741,1.33458395738403,2.65518531235827,0.35986548706549,-0.890752906144712,0.999999999389031
2.18561498956857,2.03416939118561,1.74976508955133,0.377483459068529,-0.379250950780927,-0.999999999995699
0.697415185402771,1.00300278981819,1.22191314812801,0.885579385058827,-0.999991605263194,0.999996417887747
0.140260821668583,0.151325704902621,1.25798023665277,0.621445855982065,0.273598603549294,-0.140010100376049
0.933515393145038,1.54697340662971,2.22619392980817,0.475509214401568,-0.455496008660273,0.99999999035222
0.784461368649567,0.959214031996048,3.17220136844888,0.574007664817914,-0.803660009583107,-0.328948449086678
2.80128773411855,1.23390035839882,2.05307204022218,0.273301821906688,-0.401908471363252,-0.0932150737182728
-1.04566864739889,-0.487267551158152,-0.10940848523618,0.964970822061696,0.0808938472963987,-0.614719071352356
1.98523894799265,0.84947026790717,3.14087535682998,0.45936096610074,-0.459190402460326,0.999999999306386
0.257765209343907,2.50116195622829,2.02531669101973,0.371015126217517,-0.999999999982731,-0.999999999983298
